"point","id","hzid","top","bottom","texture","sand","silt","clay","color","red","green","blue","depletions","concentrations","first_letter_code","htm","intermingle_body","matrix_color","lon","lat"
"78",250262,"Bt",107,150,"sandy_clay_loam",62,7.5,30.5,"#A56E46FF",0.648843794358158,0.430132488944993,0.274904528537146,1,0,2,0,0,"5YR5/6",-9320824.8219,3820977.3983
"79",250219,"Ap1",0,28,"sand",90.5,4.965,4.535,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9320667.9976,3820981.4282
"79",250220,"Ap2",28,41,"loamy_sand",84.1,6.36,9.54,"#7D593AFF",0.488397126185639,0.349362062820934,0.229243737407669,0,1,1,0,0,"7.5YR4/4",-9320667.9976,3820981.4282
"79",250221,"AE",41,60,"sandy_loam",79,7,14,"#89542FFF",0.536623416931948,0.327779698883437,0.18354006337042,0,1,1,0,0,"5YR4/6",-9320667.9976,3820981.4282
"79",250222,"BE",60,102,"loamy_sand",84.2,6.765,9.035,"#89542FFF",0.536623416931948,0.327779698883437,0.18354006337042,0,1,2,0,0,"5YR4/6",-9320667.9976,3820981.4282
"79",250223,"Bt1",102,118,"sandy_clay_loam",72,6.6,21.4,"#89542FFF",0.536623416931948,0.327779698883437,0.18354006337042,0,0,2,0,0,"5YR4/6",-9320667.9976,3820981.4282
"79",250224,"Bt2",118,150,"sandy_clay",54.25,3.85,41.9,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320667.9976,3820981.4282
"8",250459,"Ap",0,21,"sand",87.5,7.74,4.76,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9320329.278,3820003.0596
"8",250460,"BE",21,45,"sandy_loam",77.9,13.01,9.09,"#9C7337FF",0.613039703549513,0.450352989954951,0.216677275892247,0,0,2,0,0,"10YR5/6",-9320329.278,3820003.0596
"8",250461,"Bt",45,116,"sandy_loam",71.1,12.6,16.3,"#A2703FFF",0.634523149830161,0.438851858628477,0.247247510397254,0,0,2,0,0,"7.5YR5/6",-9320329.278,3820003.0596
"8",250462,"Btv",116,150,"sandy_clay_loam",62.2,11.8,26,"#D3A869FF",0.827634009773711,0.659839563574275,0.412494858918451,0,0,2,0,0,"10YR7/6",-9320329.278,3820003.0596
"80",250225,"Ap1",0,23,"sand",89.5,4.235,6.265,"#58432CFF",0.346399880773288,0.264324496865458,0.171618903245648,0,0,1,0,0,"10YR3/3",-9320511.1731,3820985.456
"80",250226,"Ap2",23,44,"sand",88.05,6.005,5.945,"#8E775AFF",0.557006639412374,0.46505718448208,0.354710273344411,0,0,1,0,0,"10YR5/3",-9320511.1731,3820985.456
"80",250227,"AE",44,85,"loamy_sand",85.2,7.02,7.78,"#795B36FF",0.472691508652081,0.35735626513352,0.212414841208295,1,0,1,0,0,"10YR4/4",-9320511.1731,3820985.456
"80",250228,"BE",85,135,"loamy_sand",86.05,6.895,7.055,"#A2703FFF",0.634523149830161,0.438851858628477,0.247247510397254,1,0,2,0,0,"7.5YR5/6",-9320511.1731,3820985.456
"80",250229,"Bt",135,150,"sandy_clay_loam",72.85,5,22.15,"#AF6932FF",0.688099272097346,0.413111925450901,0.195377848953441,1,0,2,0,0,"5YR5/8",-9320511.1731,3820985.456
"9",250512,"Ap",0,29,"loamy_sand",85.3,9.37,5.33,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9320172.466,3820007.0818
"9",250513,"BA",29,49,"sandy_clay_loam",61.85,13.6,24.55,"#7F583FFF",0.498562877493358,0.343312649829985,0.247730598344407,0,0,2,0,0,"5YR4/4",-9320172.466,3820007.0818
"9",250514,"Bt1",49,79,"sandy_clay_loam",62.6,13.2,24.2,"#855628FF",0.520972226519258,0.337551851173978,0.15629626380523,0,0,2,0,0,"7.5YR4/6",-9320172.466,3820007.0818
"9",250515,"Bt2",79,113,"sandy_clay",55.4,9.5,35.1,"#89542FFF",0.536623416931948,0.327779698883437,0.18354006337042,0,0,2,0,0,"5YR4/6",-9320172.466,3820007.0818
"9",250516,"Bt3",113,150,"sandy_clay_loam",69.9,9.1,21,"#AF6932FF",0.688099272097346,0.413111925450901,0.195377848953441,0,0,2,0,0,"5YR5/8",-9320172.466,3820007.0818
"P1",230045,"Ap",0,30,"loamy_sand",83.2,9.835,6.965,"#6E5E4BFF",0.432479607618406,0.367561696190658,0.294406483459129,0,0,1,0,0,"10YR4/2",-9321195.5339,3820528.4366
"P1",230046,NA,30,70,"clay",33.6,6.65,59.75,"#855628FF",0.520972226519258,0.337551851173978,0.15629626380523,0,1,0,0,0,"7.5YR4/6",-9321195.5339,3820528.4366
"P1",230047,NA,70,88,"sandy_clay_loam",62.15,9,28.85,"#544535FF",0.328393328197016,0.268954612150501,0.20664306477238,0,1,0,0,0,"10YR3/2",-9321195.5339,3820528.4366
"P1",230048,NA,88,129,"clay",37.6,8.25,54.15,"#805921FF",0.500223290212621,0.348924928961193,0.12876944832402,0,1,0,0,0,"10YR4/6",-9321195.5339,3820528.4366
"P1",230049,NA,129,145,"loamy_sand",82.9,8.58,8.52,"#514634FF",0.317703466557994,0.273270799897853,0.202326383102239,0,0,0,0,0,"2.5Y3/2",-9321195.5339,3820528.4366
"P1",230050,NA,145,168,"clay",37.4,8.55,54.05,"#93754FFF",0.577554513328993,0.46014971014309,0.311115146146663,0,1,0,0,0,"10YR5/4",-9321195.5339,3820528.4366
"P2",230051,"Ap",0,22,"loamy_sand",87.05,8.125,4.825,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9321191.3163,3820339.165
"P2",230052,"BA",22,39,"sandy_loam",69.95,13,17.05,"#805921FF",0.500223290212621,0.348924928961193,0.12876944832402,0,0,2,0,0,"10YR4/6",-9321191.3163,3820339.165
"P2",230053,"Bt1",39,96,"sandy_clay_loam",64.75,12.65,22.6,"#AA6D27FF",0.666108348481435,0.426894637628799,0.154732757924367,0,0,2,0,0,"7.5YR5/8",-9321191.3163,3820339.165
"P2",230054,"Bt2",96,162,"sandy_clay_loam",62.1,8.05,29.85,"#AF6932FF",0.688099272097346,0.413111925450901,0.195377848953441,0,0,2,0,0,"5YR5/8",-9321191.3163,3820339.165
"P2",230055,"Bt3",162,191,"sandy_clay_loam",69.2,7.45,23.35,"#BF8B37FF",0.750122969957232,0.545820482182252,0.215095532415422,0,0,2,0,0,"10YR6/8",-9321191.3163,3820339.165
"P3",230056,"Ap",0,28,"loamy_sand",85.8,8.805,5.395,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9320504.5934,3820731.1242
"P3",230057,"Bt1",28,52,"clay",43.9,10.9,45.2,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320504.5934,3820731.1242
"P3",230058,"Bt2",52,100,"clay",29.05,6.65,64.3,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320504.5934,3820731.1242
"P3",230059,"Bt3",100,170,"clay",28.5,5.25,66.25,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320504.5934,3820731.1242
"P3",230060,"Bt4",170,188,"clay",28,4.3,67.7,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320504.5934,3820731.1242
"P4",230061,"Ap",0,32,"loamy_sand",84.45,9.105,6.445,"#795B36FF",0.472691508652081,0.35735626513352,0.212414841208295,0,0,1,0,0,"10YR4/4",-9320739.7863,3820180.3738
"P4",230062,"BA",32,61,"sandy_clay_loam",57.85,10.5,31.65,"#AF6932FF",0.688099272097346,0.413111925450901,0.195377848953441,0,0,2,0,0,"5YR5/8",-9320739.7863,3820180.3738
"P4",230063,"Bt1",61,98,"sandy_clay_loam",57.15,9.7,33.15,"#964C26FF",0.589595480781425,0.296274391479315,0.150827675798894,0,0,2,0,0,"2.5YR4/8",-9320739.7863,3820180.3738
"P4",230064,"Bt2",98,135,"sandy_clay",48.2,10.9,40.9,"#91501BFF",0.568257498233402,0.312398639612393,0.107626535097181,0,0,2,0,0,"5YR4/8",-9320739.7863,3820180.3738
"P4",230065,"Bt3",135,159,"sandy_clay_loam",61.7,6.4,31.9,"#AF6932FF",0.688099272097346,0.413111925450901,0.195377848953441,0,0,2,0,0,"5YR5/8",-9320739.7863,3820180.3738
"P4",230066,"Bt4",159,188,"sandy_clay_loam",62.15,6.55,31.3,"#AA6D27FF",0.666108348481435,0.426894637628799,0.154732757924367,0,0,2,0,0,"7.5YR5/8",-9320739.7863,3820180.3738
