"point","id","hzid","top","bottom","texture","sand","silt","clay","color","red","green","blue","depletions","concentrations","first_letter_code","htm","intermingle_body","matrix_color","lon","lat"
"47",250493,"Ap",0,22,"loamy_sand",80.7,11.96,7.34,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9320498.6303,3820492.2356
"47",250494,"BA",22,42,"sandy_clay",51.3,12.5,36.2,"#7F583FFF",0.498562877493358,0.343312649829985,0.247730598344407,0,0,2,0,0,"5YR4/4",-9320498.6303,3820492.2356
"47",250495,"Bt1",42,62,"clay",41.1,10.4,48.5,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320498.6303,3820492.2356
"47",250496,"Bt2",62,98,"clay",4.9,0.8,94.3,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320498.6303,3820492.2356
"47",250497,"Bt3",98,150,"clay",0,0,100,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320498.6303,3820492.2356
"48",250473,"Ap",0,11,"sandy_clay_loam",62.3,16.2,21.5,"#58432CFF",0.346399880773288,0.264324496865458,0.171618903245648,0,0,1,0,0,"10YR3/3",-9320341.8121,3820496.2607
"48",250474,"C1",11,39,"sandy_clay_loam",48.5,17,34.5,"#663D2EFF",0.398142862683651,0.238769142734102,0.180275221825887,0,0,3,1,0,"2.5YR3/4",-9320341.8121,3820496.2607
"48",250475,"C2",39,60,"clay",19.2,6.8,74,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,3,1,0,"2.5YR3/6",-9320341.8121,3820496.2607
"48",250476,"C3",60,78,"clay",11.9,5.5,82.6,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,3,1,0,"2.5YR3/6",-9320341.8121,3820496.2607
"48",250477,"Bt1",78,100,"clay",1.405,0.445,98.15,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320341.8121,3820496.2607
"48",250478,"Bt2",100,150,"clay",5.2,0.55,94.25,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320341.8121,3820496.2607
"49",250463,"Ap",0,29,"loamy_sand",84.1,10.38,5.52,"#795B36FF",0.472691508652081,0.35735626513352,0.212414841208295,0,0,1,1,0,"10YR4/4",-9320184.2391,3820485.242
"49",250464,"C1",29,43,"sandy_loam",69.9,15.3,14.8,"#5B422EFF",0.358474174135509,0.258430688242787,0.181491173051253,0,0,3,1,0,"7.5YR3/3",-9320184.2391,3820485.242
"49",250465,"C2",43,67,"sandy_clay_loam",56.3,13.4,30.3,"#89542FFF",0.536623416931948,0.327779698883437,0.18354006337042,0,0,3,1,0,"5YR4/6",-9320184.2391,3820485.242
"49",250466,"C3",67,103,"sandy_clay_loam",53.9,14.2,31.9,"#7D593AFF",0.488397126185639,0.349362062820934,0.229243737407669,0,0,3,1,0,"7.5YR4/4",-9320184.2391,3820485.242
"49",250467,"Bt",103,150,"clay",3.145,0.655,96.2,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320184.2391,3820485.242
"5",250327,"Ap",0,35,"loamy_sand",86.6,8.555,4.845,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9320799.7126,3819990.9805
"5",250328,"AE",35,50,"sandy_loam",76.7,14.575,8.725,"#93754FFF",0.577554513328993,0.46014971014309,0.311115146146663,0,0,1,0,0,"10YR5/4",-9320799.7126,3819990.9805
"5",250329,"Bt1",50,86,"sandy_loam",73.35,14.95,11.7,"#855628FF",0.520972226519258,0.337551851173978,0.15629626380523,0,0,2,0,0,"7.5YR4/6",-9320799.7126,3819990.9805
"5",250330,"Bt2",86,126,"sandy_loam",72.7,13.75,13.55,"#855628FF",0.520972226519258,0.337551851173978,0.15629626380523,0,0,2,0,0,"7.5YR4/6",-9320799.7126,3819990.9805
"5",250331,"Bt3",126,150,"clay",42.5,7.95,49.55,"#AA6D27FF",0.666108348481435,0.426894637628799,0.154732757924367,0,0,2,0,0,"7.5YR5/8",-9320799.7126,3819990.9805
"52",250451,"Ap1",0,8,"loamy_sand",83.3,10.74,5.96,"#6E5E4BFF",0.432479607618406,0.367561696190658,0.294406483459129,0,0,1,0,0,"10YR4/2",-9321129.0428,3820599.4172
"52",250452,"Ap2",8,31,"loamy_sand",83.4,10.73,5.87,"#6E5E4BFF",0.432479607618406,0.367561696190658,0.294406483459129,0,0,1,0,0,"10YR4/2",-9321129.0428,3820599.4172
"52",250453,"AE",31,52,"loamy_sand",80.3,11.9,7.8,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9321129.0428,3820599.4172
"52",250454,"E1",52,74,"sandy_loam",78.2,12.94,8.86,"#A2703FFF",0.634523149830161,0.438851858628477,0.247247510397254,0,0,4,0,0,"7.5YR5/6",-9321129.0428,3820599.4172
"52",250455,"E2",74,98,"loamy_sand",81.3,11.79,6.91,"#BD8A58FF",0.742225824337242,0.543083841882347,0.346615933782356,0,0,4,0,0,"7.5YR6/6",-9321129.0428,3820599.4172
"52",250456,"E3",98,140,"loamy_sand",85.6,9.17,5.23,"#CDA886FF",0.805763039818603,0.660581064041243,0.526731598731362,0,0,4,0,0,"7.5YR7/4",-9321129.0428,3820599.4172
"52",250457,"Bt",140,190,"sandy_loam",78.7,10.9,10.4,"#A3711CFF",0.638113921369183,0.442354666945537,0.108705747862766,1,0,2,0,0,"10YR5/8",-9321129.0428,3820599.4172
"52",250458,"Btv",190,213,"loamy_sand",81.8,9.1,9.1,"#B88D51FF",0.720619336639585,0.554310107009307,0.316143831212481,0,0,2,0,0,"10YR6/6",-9321129.0428,3820599.4172
"53",240358,"Ap1",0,26,"loamy_sand",82.9,10.85,6.25,"#58432CFF",0.346399880773288,0.264324496865458,0.171618903245648,0,0,1,0,0,"10YR3/3",-9320972.2238,3820603.4507
"53",240359,"Ap2",26,48,"sandy_loam",78.1,11.15,10.75,"#795B36FF",0.472691508652081,0.35735626513352,0.212414841208295,0,0,1,0,0,"10YR4/4",-9320972.2238,3820603.4507
"53",240360,"Bt1",48,83,"sandy_loam",73.4,10,16.6,"#855628FF",0.520972226519258,0.337551851173978,0.15629626380523,0,0,2,0,0,"7.5YR4/6",-9320972.2238,3820603.4507
"53",240361,"Bt2",83,115,"sandy_clay_loam",67.55,9.25,23.2,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320972.2238,3820603.4507
"53",240362,"Bt3",115,159,"clay",41.15,4.3,54.55,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320972.2238,3820603.4507
"54",240363,"Ap1",0,18,"loamy_sand",86.3,8.55,5.15,"#795B36FF",0.472691508652081,0.35735626513352,0.212414841208295,0,0,1,0,0,"10YR4/4",-9320815.4048,3820607.4822
"54",240364,"Ap2",18,36,"sandy_loam",79.2,10.75,10.05,"#7D593AFF",0.488397126185639,0.349362062820934,0.229243737407669,0,0,1,0,0,"7.5YR4/4",-9320815.4048,3820607.4822
"54",240365,"Bt2",88,153,"clay",34.05,5.8,60.15,"#964C26FF",0.589595480781425,0.296274391479315,0.150827675798894,0,0,2,0,0,"2.5YR4/8",-9320815.4048,3820607.4822
"54",240366,"Bt1",36,88,"clay",33.9,7.55,58.55,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320815.4048,3820607.4822
"55",250197,"Ap",0,35,"sandy_loam",76.9,12.8,10.3,"#7D593AFF",0.488397126185639,0.349362062820934,0.229243737407669,0,0,1,0,0,"7.5YR4/4",-9320658.5854,3820611.5115
"55",250198,"Bt1",35,55,"clay",43.8,12.2,44,"#89542FFF",0.536623416931948,0.327779698883437,0.18354006337042,0,0,2,0,0,"5YR4/6",-9320658.5854,3820611.5115
"55",250199,"Bt2",55,100,"clay",32.45,9.3,58.25,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320658.5854,3820611.5115
"55",250200,"Bt3",100,150,"clay",19.2,3.95,76.85,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320658.5854,3820611.5115
"56",250236,"Ap",0,32,"loamy_sand",83.8,10.06,6.14,"#7D593AFF",0.488397126185639,0.349362062820934,0.229243737407669,0,0,1,0,0,"7.5YR4/4",-9320501.7658,3820615.5388
"56",250237,"Bt1",32,57,"clay",36.05,9.65,54.3,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320501.7658,3820615.5388
"56",250238,"Bt2",57,115,"clay",0.5,0,99.5,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320501.7658,3820615.5388
"56",250239,"Bt3",115,150,"clay",0.37,0.03,99.6,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320501.7658,3820615.5388
"57",250231,"Ap",0,25,"ClLo",29.7,38.4,31.9,"#544535FF",0.328393328197016,0.268954612150501,0.20664306477238,0,0,1,0,0,"10YR3/2",-9320344.946,3820619.5641
"57",250232,"BA",25,45,"clay",35.7,20.7,43.6,"#603F34FF",0.374832943265522,0.248886095882918,0.205176248805084,0,0,2,0,0,"2.5YR3/3",-9320344.946,3820619.5641
"57",250233,"Bt1",45,81,"clay",25.8,10.7,63.5,"#663D2EFF",0.398142862683651,0.238769142734102,0.180275221825887,0,0,2,0,0,"2.5YR3/4",-9320344.946,3820619.5641
"57",250234,"Bt2",81,125,"clay",4.84,0.36,94.8,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320344.946,3820619.5641
"57",250235,"Bt3",125,150,"clay",0.97,0.03,99,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320344.946,3820619.5641
"59",250230,"C",0,50,"clay",40.5,9.8,49.7,"#815645FF",0.506961445664423,0.337543631709207,0.268997188895341,0,0,3,1,0,"2.5YR4/4",-9321445.8252,3820714.6473
"6",250332,"Ap",0,28,"loamy_sand",83.85,10.5,5.65,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9320642.9013,3819995.009
"6",250333,"BA",28,49,"sandy_clay_loam",60.2,12.95,26.85,"#7D593AFF",0.488397126185639,0.349362062820934,0.229243737407669,0,0,2,0,0,"7.5YR4/4",-9320642.9013,3819995.009
"6",250334,"Bt1",49,69,"sandy_clay_loam",59.4,13.15,27.45,"#9C7337FF",0.613039703549513,0.450352989954951,0.216677275892247,0,0,2,0,0,"10YR5/6",-9320642.9013,3819995.009
"6",250335,"Bt2",69,95,"sandy_clay",49,10.2,40.8,"#AA6D27FF",0.666108348481435,0.426894637628799,0.154732757924367,0,0,2,0,0,"7.5YR5/8",-9320642.9013,3819995.009
"6",250336,"Bt3",95,155,"clay",42.05,8,49.95,"#AA6D27FF",0.666108348481435,0.426894637628799,0.154732757924367,0,0,2,0,0,"7.5YR5/8",-9320642.9013,3819995.009
"61",240327,"Ap",0,30,"loamy_sand",83.5,9.455,7.045,"#5B422EFF",0.358474174135509,0.258430688242787,0.181491173051253,0,0,1,0,0,"7.5YR3/3",-9321132.1849,3820722.721
"61",240328,"BA",30,55,"clay",43.8,8.45,47.75,"#663D2EFF",0.398142862683651,0.238769142734102,0.180275221825887,0,0,2,0,0,"2.5YR3/4",-9321132.1849,3820722.721
"61",240329,"Bt1",55,115,"clay",40.9,7.35,51.75,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9321132.1849,3820722.721
"61",240330,"Bt2",115,162,"clay",35.7,4.6,59.7,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9321132.1849,3820722.721
"62",240367,"Ap",0,26,"loamy_sand",86.65,8.15,5.2,"#795B36FF",0.472691508652081,0.35735626513352,0.212414841208295,0,1,1,0,0,"10YR4/4",-9320975.3643,3820726.7547
"62",240368,"Bt1",26,51,"sandy_clay",48.75,10.15,41.1,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320975.3643,3820726.7547
"62",240369,"Bt2",51,109,"clay",39,6.85,54.15,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320975.3643,3820726.7547
"62",240370,"Bt3",109,150,"clay",28.25,3.6,68.15,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320975.3643,3820726.7547
"63",240371,"Ap1",0,26,"loamy_sand",80.7,11.845,7.455,"#58432CFF",0.346399880773288,0.264324496865458,0.171618903245648,0,1,1,0,0,"10YR3/3",-9320818.5437,3820730.7863
"63",240372,"Ap2",26,45,"loamy_sand",79.95,12.54,7.51,"#58432CFF",0.346399880773288,0.264324496865458,0.171618903245648,0,0,1,0,0,"10YR3/3",-9320818.5437,3820730.7863
"63",240373,"Bt2",116,152,"clay",28.4,4.85,66.75,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320818.5437,3820730.7863
"63",240374,"Bt1",45,116,"clay",28.05,5.45,66.5,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320818.5437,3820730.7863
"64",250248,"Ap1",0,30,"loamy_sand",83.9,10.21,5.89,"#5B422EFF",0.358474174135509,0.258430688242787,0.181491173051253,0,0,1,0,0,"7.5YR3/3",-9320661.7227,3820734.8158
"64",250249,"Ap2",30,41,"sandy_loam",68.3,14.5,17.2,"#633F2AFF",0.38762723375837,0.245647116051855,0.163662452657882,0,0,1,0,0,"5YR3/4",-9320661.7227,3820734.8158
"64",250250,"BA",41,61,"clay",24,8.4,67.6,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320661.7227,3820734.8158
"64",250251,"Bt1",61,111,"clay",0,0,100,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320661.7227,3820734.8158
"64",250252,"Bt2",111,150,"clay",0,0,100,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320661.7227,3820734.8158
"66",250240,"Ap",0,35,"loamy_sand",84.9,9.79,5.31,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9320348.08,3820742.8687
"66",250241,"Bt1",35,62,"sandy_clay",46,13,41,"#89542FFF",0.536623416931948,0.327779698883437,0.18354006337042,0,0,2,0,0,"5YR4/6",-9320348.08,3820742.8687
"66",250242,"Bt2",62,100,"clay",24.7,7.9,67.4,"#964C26FF",0.589595480781425,0.296274391479315,0.150827675798894,0,0,2,0,0,"2.5YR4/8",-9320348.08,3820742.8687
"66",250243,"Bt3",100,150,"clay",1.58,0.32,98.1,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320348.08,3820742.8687
"67",250244,"Ap",0,20,"loamy_sand",82.4,9.8,7.8,"#7D593AFF",0.488397126185639,0.349362062820934,0.229243737407669,0,0,1,0,0,"7.5YR4/4",-9321448.9707,3820837.952
"67",250245,"Bt1",20,58,"clay",28.2,9.5,62.3,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9321448.9707,3820837.952
"67",250246,"Bt2",58,106,"clay",0,0,100,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9321448.9707,3820837.952
"67",250247,"Bt3",106,150,"clay",0,0,100,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9321448.9707,3820837.952
"68",240331,"Ap1",0,16,"loamy_sand",85.85,8.75,5.4,"#5B422EFF",0.358474174135509,0.258430688242787,0.181491173051253,0,0,1,0,0,"7.5YR3/3",-9321292.1491,3820841.99
"68",240332,"Ap2",16,33,"loamy_sand",80.85,11.07,8.08,"#604026FF",0.376458621305308,0.252292330269399,0.147759502056216,0,0,1,0,0,"7.5YR3/4",-9321292.1491,3820841.99
"68",240333,"Bt1",33,77,"clay",42.95,9.6,47.45,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9321292.1491,3820841.99
"68",240334,"Bt2",77,118,"clay",21.2,3.45,75.35,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9321292.1491,3820841.99
"68",240335,"Bt3",118,156,"clay",17.5,2.5,80,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9321292.1491,3820841.99
"69",240336,"Ap",0,18,"loamy_sand",84.45,9.7,5.85,"#5C4222FF",0.361873759572945,0.25989391202173,0.133752109711314,0,0,1,0,0,"10YR3/4",-9321135.3271,3820846.0259
"69",240337,"AB",18,30,"sandy_loam",69.55,12.15,18.3,"#633F2AFF",0.38762723375837,0.245647116051855,0.163662452657882,0,0,1,0,0,"5YR3/4",-9321135.3271,3820846.0259
"69",240338,"BA",30,60,"clay",42.95,10.6,46.45,"#89542FFF",0.536623416931948,0.327779698883437,0.18354006337042,0,1,2,0,0,"5YR4/6",-9321135.3271,3820846.0259
"69",240339,"Bt1",60,104,"clay",26.85,5.7,67.45,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9321135.3271,3820846.0259
"69",240340,"Bt2",104,150,"clay",18.8,2.95,78.25,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9321135.3271,3820846.0259
"7",250337,"Ap",0,12,"sandy_loam",76.75,14.955,8.295,"#544535FF",0.328393328197016,0.268954612150501,0.20664306477238,0,0,1,0,0,"10YR3/2",-9320486.0897,3819999.0353
"7",250338,"AE",12,32,"loamy_sand",83.35,10.19,6.46,"#795B36FF",0.472691508652081,0.35735626513352,0.212414841208295,0,0,1,0,0,"10YR4/4",-9320486.0897,3819999.0353
"7",250339,"AB",32,54,"sandy_loam",74.15,16.46,9.39,"#58432CFF",0.346399880773288,0.264324496865458,0.171618903245648,0,0,1,0,0,"10YR3/3",-9320486.0897,3819999.0353
"7",250340,"Bt1",54,70,"sandy_clay_loam",54.7,14.65,30.65,"#8F774BFF",0.559551542913142,0.468169725497996,0.295859263065115,0,1,2,0,0,"2.5Y5/4",-9320486.0897,3819999.0353
"7",250341,"Bt2",70,99,"sandy_clay",47.8,13.05,39.15,"#8F774BFF",0.559551542913142,0.468169725497996,0.295859263065115,1,1,2,0,0,"2.5Y5/4",-9320486.0897,3819999.0353
"7",250342,"Bt3",99,130,"sandy_loam",76.25,8.65,15.1,"#967631FF",0.588125470087857,0.462106922656016,0.190816550803544,1,1,2,0,0,"2.5Y5/6",-9320486.0897,3819999.0353
"7",250343,"BCg",130,150,"sand",92.3,3.9,3.8,"#CFCAB9FF",0.812379140736589,0.792140077658014,0.726430074626757,1,0,2,0,0,"5Y8/1",-9320486.0897,3819999.0353
"70",250201,"Ap",0,29,"sandy_loam",77.4,13.71,8.89,"#775B44FF",0.46722647597231,0.355996721617838,0.26693819513457,0,0,1,0,0,"7.5YR4/3",-9320978.505,3820850.0598
"70",250202,"BA",29,60,"clay",35.6,11,53.4,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320978.505,3820850.0598
"70",250203,"Bt1",60,115,"clay",6.44,1.36,92.2,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320978.505,3820850.0598
"70",250204,"Bt2",115,150,"clay",0,0,100,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320978.505,3820850.0598
"71",250205,"Ap1",0,33,"sandy_loam",67.2,19.8,13,"#544535FF",0.328393328197016,0.268954612150501,0.20664306477238,0,0,1,0,0,"10YR3/2",-9320821.6827,3820854.0916
"71",250206,"BA",33,44,"sandy_clay_loam",61.8,17.1,21.1,"#604026FF",0.376458621305308,0.252292330269399,0.147759502056216,0,0,2,0,0,"7.5YR3/4",-9320821.6827,3820854.0916
"71",250207,"Bt1",44,71,"sandy_clay",48.2,14.55,37.25,"#633F2AFF",0.38762723375837,0.245647116051855,0.163662452657882,0,0,2,0,0,"5YR3/4",-9320821.6827,3820854.0916
"71",250208,"Bt2",71,110,"clay",18.1,6.1,75.8,"#663D2EFF",0.398142862683651,0.238769142734102,0.180275221825887,0,0,2,0,0,"2.5YR3/4",-9320821.6827,3820854.0916
"71",250209,"Bt3",110,150,"clay",24.55,4.35,71.1,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320821.6827,3820854.0916
"72",250210,"Ap",0,20,"sandy_loam",73.5,10,16.5,"#5C4222FF",0.361873759572945,0.25989391202173,0.133752109711314,0,0,1,0,0,"10YR3/4",-9320664.8601,3820858.1214
"72",250211,"BA",20,40,"clay",43.9,10.15,45.95,"#89542FFF",0.536623416931948,0.327779698883437,0.18354006337042,0,0,2,0,0,"5YR4/6",-9320664.8601,3820858.1214
"72",250212,"Bt1",40,78,"clay",37.8,9.1,53.1,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320664.8601,3820858.1214
"72",250213,"Bt2",78,150,"clay",25.7,3.5,70.8,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9320664.8601,3820858.1214
"73",250214,"Ap",0,15,"loamy_sand",84.1,7.11,8.79,"#855628FF",0.520972226519258,0.337551851173978,0.15629626380523,0,0,1,1,0,"7.5YR4/6",-9320508.0372,3820862.149
"73",250215,"C1",15,43,"sandy_loam",74.05,6.4,19.55,"#89542FFF",0.536623416931948,0.327779698883437,0.18354006337042,0,0,3,1,0,"5YR4/6",-9320508.0372,3820862.149
"73",250216,"C2",43,84,"loamy_sand",82.6,6.25,11.15,"#633F2AFF",0.38762723375837,0.245647116051855,0.163662452657882,0,0,3,1,0,"5YR3/4",-9320508.0372,3820862.149
"73",250217,"C3",84,125,"loamy_sand",88.1,5.64,6.26,"#A2703FFF",0.634523149830161,0.438851858628477,0.247247510397254,0,0,3,1,0,"7.5YR5/6",-9320508.0372,3820862.149
"73",250218,"2Bt",125,150,"clay",44.6,7.45,47.95,"#964C26FF",0.589595480781425,0.296274391479315,0.150827675798894,0,0,0,0,0,"2.5YR4/8",-9320508.0372,3820862.149
"75",250253,"Ap1",0,17,"loamy_sand",81.2,12.28,6.52,"#5C4222FF",0.361873759572945,0.25989391202173,0.133752109711314,0,0,1,0,0,"10YR3/4",-9321295.2931,3820965.296
"75",250254,"Ap2",17,28,"loamy_sand",81.2,12.11,6.69,"#775B44FF",0.46722647597231,0.355996721617838,0.26693819513457,0,0,1,0,0,"7.5YR4/3",-9321295.2931,3820965.296
"75",250255,"BA",28,46,"sandy_clay",45.16667,13,41.833333,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9321295.2931,3820965.296
"75",250256,"Bt1",46,75,"clay",31.3,8.2,60.5,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9321295.2931,3820965.296
"75",250257,"Bt2",75,150,"clay",18.3,3.5,78.2,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9321295.2931,3820965.296
"76",250263,"Ap1",0,20,"loamy_sand",80.8,12.34,6.86,"#775B44FF",0.46722647597231,0.355996721617838,0.26693819513457,0,0,1,0,0,"7.5YR4/3",-9321138.4695,3820969.3322
"76",250264,"Ap2",20,33,"loamy_sand",80.4,12.64,6.96,"#775B44FF",0.46722647597231,0.355996721617838,0.26693819513457,0,0,1,0,0,"7.5YR4/3",-9321138.4695,3820969.3322
"76",250265,"BA",33,48,"sandy_loam",71.3,16.1,12.6,"#7F583FFF",0.498562877493358,0.343312649829985,0.247730598344407,0,0,2,0,0,"5YR4/4",-9321138.4695,3820969.3322
"76",250266,"Bt1",48,67,"sandy_clay_loam",53.5,14.1,32.4,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,1,2,0,0,"2.5YR4/6",-9321138.4695,3820969.3322
"76",250267,"Bt2",67,89,"clay",41.5,10,48.5,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9321138.4695,3820969.3322
"76",250268,"Bt3",89,130,"clay",21.7,5.3,73,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9321138.4695,3820969.3322
"76",250269,"Bt4",130,150,"clay",0,0,100,"#703720FF",0.439732332298323,0.216684687996154,0.125332176594911,0,0,2,0,0,"2.5YR3/6",-9321138.4695,3820969.3322
"77",250270,"Ap1",0,27,"sandy_loam",76.9,14.75,8.35,"#58432CFF",0.346399880773288,0.264324496865458,0.171618903245648,0,0,1,0,0,"10YR3/3",-9320981.6458,3820973.3663
"77",250271,"Ap2",27,46,"sandy_loam",74.8,15.7,9.5,"#58432CFF",0.346399880773288,0.264324496865458,0.171618903245648,0,0,1,0,0,"10YR3/3",-9320981.6458,3820973.3663
"77",250272,"AE",46,71,"sandy_loam",67.2,14.5,18.3,"#855628FF",0.520972226519258,0.337551851173978,0.15629626380523,0,0,1,0,0,"7.5YR4/6",-9320981.6458,3820973.3663
"77",250273,"BE",71,104,"sandy_clay_loam",59.8,13.4,26.8,"#89542FFF",0.536623416931948,0.327779698883437,0.18354006337042,0,0,2,0,0,"5YR4/6",-9320981.6458,3820973.3663
"77",250274,"Bt1",104,112,"sandy_clay",46,10.6,43.4,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320981.6458,3820973.3663
"77",250275,"Bt2",112,150,"clay",22.6,4.5,72.9,"#8C5137FF",0.5506355491732,0.317803267210569,0.214267606183866,0,0,2,0,0,"2.5YR4/6",-9320981.6458,3820973.3663
"78",250258,"Ap1",0,17,"sand",89.25,5.93,4.82,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9320824.8219,3820977.3983
"78",250259,"Ap2",17,31,"sand",89.73333,5.04,5.226667,"#745C41FF",0.454480088447122,0.362215367450688,0.253726831161974,0,0,1,0,0,"10YR4/3",-9320824.8219,3820977.3983
"78",250260,"AE",31,60,"sandy_loam",78.15,8.25,13.6,"#855628FF",0.520972226519258,0.337551851173978,0.15629626380523,0,0,1,0,0,"7.5YR4/6",-9320824.8219,3820977.3983
"78",250261,"E",60,107,"loamy_sand",83.1,8.17,8.73,"#AA6D27FF",0.666108348481435,0.426894637628799,0.154732757924367,0,0,4,0,0,"7.5YR5/8",-9320824.8219,3820977.3983
