OBJECTID,Name,FolderPath,SymbolID,AltMode,Base,Clamped,Extruded,Snippet,PopupInfo,Shape__Area,Shape__Length,GlobalID,CreationDate,Creator,EditDate,Editor
1,0P0330    08C000,"Houston County, GA",1,0,0,-1,0,,,1466592.796875,4855.31527822255,c6438102-1624-4417-a193-64c0b49c5b7d,5/9/2024 6:02:07 PM,mlt10722_USG,5/9/2024 6:02:07 PM,mlt10722_USG
